Single-Level_Breite_Wigner
Temp do meio:       +1.500000000000000e+03[K]
Massa do isotopo:   +2.360050000000000e+02

ene_val                 sig_val[radiation_xs]           psi                     x                   smr*gg                  chi1          
+9.132000000000044e+00 +8.865315721049386e-01 +6.231309786238696e-04 -4.070593964998980e+01 +1.234310558240049e+03 +2.070619830703928e-01 
+9.134000000000045e+00 +8.902538516520609e-01 +6.262082901488240e-04 -4.060934428703906e+01 +1.234174118519706e+03 +2.070394213954029e-01 
+9.136000000000045e+00 +8.940079034453638e-01 +6.293119813405375e-04 -4.051274902806685e+01 +1.234037723606750e+03 +2.070168671294247e-01 
+9.138000000000046e+00 +8.977941953222384e-01 +6.324424397765205e-04 -4.041615387305555e+01 +1.233901373476662e+03 +2.069943202684038e-01 
+9.140000000000047e+00 +9.016132053107001e-01 +6.356000614598025e-04 -4.031955882198756e+01 +1.233765068104944e+03 +2.069717808082893e-01 
+9.142000000000047e+00 +9.054654219000257e-01 +6.387852510428267e-04 -4.022296387484526e+01 +1.233628807467112e+03 +2.069492487450332e-01 
+9.144000000000048e+00 +9.093513443191947e-01 +6.419984220578252e-04 -4.012636903161106e+01 +1.233492591538705e+03 +2.069267240745905e-01 
+9.146000000000049e+00 +9.132714828235280e-01 +6.452399971539871e-04 -4.002977429226738e+01 +1.233356420295281e+03 +2.069042067929195e-01 
+9.148000000000049e+00 +9.172263589895800e-01 +6.485104083414639e-04 -3.993317965679662e+01 +1.233220293712412e+03 +2.068816968959817e-01 
+9.150000000000050e+00 +9.212165060187556e-01 +6.518100972426165e-04 -3.983658512518122e+01 +1.233084211765694e+03 +2.068591943797412e-01 
+9.152000000000051e+00 +9.252424690497728e-01 +6.551395153505939e-04 -3.973999069740362e+01 +1.232948174430739e+03 +2.068366992401656e-01 
+9.154000000000051e+00 +9.293048054802213e-01 +6.584991242954544e-04 -3.964339637344626e+01 +1.232812181683178e+03 +2.068142114732255e-01 
+9.156000000000052e+00 +9.334040852976850e-01 +6.618893961182196e-04 -3.954680215329157e+01 +1.232676233498660e+03 +2.067917310748946e-01 
+9.158000000000053e+00 +9.375408914204372e-01 +6.653108135528748e-04 -3.945020803692203e+01 +1.232540329852854e+03 +2.067692580411496e-01 
+9.160000000000053e+00 +9.417158200482658e-01 +6.687638703167593e-04 -3.935361402432010e+01 +1.232404470721447e+03 +2.067467923679703e-01 
+9.162000000000054e+00 +9.459294810236123e-01 +6.722490714095200e-04 -3.925702011546825e+01 +1.232268656080145e+03 +2.067243340513395e-01 
+9.164000000000055e+00 +9.501824982033152e-01 +6.757669334208648e-04 -3.916042631034897e+01 +1.232132885904670e+03 +2.067018830872433e-01 
+9.166000000000055e+00 +9.544755098413369e-01 +6.793179848474234e-04 -3.906383260894474e+01 +1.231997160170767e+03 +2.066794394716707e-01 
+9.168000000000056e+00 +9.588091689828291e-01 +6.829027664190220e-04 -3.896723901123805e+01 +1.231861478854196e+03 +2.066570032006137e-01 
+9.170000000000057e+00 +9.631841438698376e-01 +6.865218314346114e-04 -3.887064551721142e+01 +1.231725841930736e+03 +2.066345742700674e-01 
+9.172000000000057e+00 +9.676011183590573e-01 +6.901757461081954e-04 -3.877405212684735e+01 +1.231590249376187e+03 +2.066121526760302e-01 
+9.174000000000058e+00 +9.720607923518486e-01 +6.938650899249487e-04 -3.867745884012837e+01 +1.231454701166363e+03 +2.065897384145031e-01 
+9.176000000000059e+00 +9.765638822372289e-01 +6.975904560080770e-04 -3.858086565703700e+01 +1.231319197277101e+03 +2.065673314814906e-01 
+9.178000000000059e+00 +9.811111213478033e-01 +7.013524514964500e-04 -3.848427257755579e+01 +1.231183737684254e+03 +2.065449318729999e-01 
+9.180000000000060e+00 +9.857032604294431e-01 +7.051516979336246e-04 -3.838767960166725e+01 +1.231048322363694e+03 +2.065225395850415e-01 
+9.182000000000061e+00 +9.903410681248273e-01 +7.089888316683853e-04 -3.829108672935396e+01 +1.230912951291311e+03 +2.065001546136287e-01 
+9.184000000000061e+00 +9.950253314714700e-01 +7.128645042673137e-04 -3.819449396059846e+01 +1.230777624443013e+03 +2.064777769547781e-01 
+9.186000000000062e+00 +9.997568564145181e-01 +7.167793829396225e-04 -3.809790129538334e+01 +1.230642341794728e+03 +2.064554066045092e-01 
+9.188000000000063e+00 +1.004536468335052e+00 +7.207341509748575e-04 -3.800130873369115e+01 +1.230507103322401e+03 +2.064330435588445e-01 
+9.190000000000063e+00 +1.009365012593887e+00 +7.247295081934871e-04 -3.790471627550447e+01 +1.230371909001996e+03 +2.064106878138095e-01 
+9.192000000000064e+00 +1.014243355091957e+00 +7.287661714112480e-04 -3.780812392080591e+01 +1.230236758809495e+03 +2.063883393654330e-01 
+9.194000000000065e+00 +1.019172382847303e+00 +7.328448749172936e-04 -3.771153166957805e+01 +1.230101652720897e+03 +2.063659982097464e-01 
+9.196000000000065e+00 +1.024153004589355e+00 +7.369663709667115e-04 -3.761493952180349e+01 +1.229966590712222e+03 +2.063436643427844e-01 
+9.198000000000066e+00 +1.029186151371140e+00 +7.411314302879229e-04 -3.751834747746486e+01 +1.229831572759506e+03 +2.063213377605848e-01 
+9.200000000000067e+00 +1.034272777199798e+00 +7.453408426053064e-04 -3.742175553654477e+01 +1.229696598838804e+03 +2.062990184591881e-01 
+9.202000000000067e+00 +1.039413859686102e+00 +7.495954171776040e-04 -3.732516369902585e+01 +1.229561668926190e+03 +2.062767064346381e-01 
+9.204000000000068e+00 +1.044610400713511e+00 +7.538959833525568e-04 -3.722857196489072e+01 +1.229426782997755e+03 +2.062544016829815e-01 
+9.206000000000069e+00 +1.049863427127320e+00 +7.582433911382574e-04 -3.713198033412205e+01 +1.229291941029609e+03 +2.062321042002678e-01 
+9.208000000000069e+00 +1.055173991444590e+00 +7.626385117917607e-04 -3.703538880670245e+01 +1.229157142997878e+03 +2.062098139825500e-01 
+9.210000000000070e+00 +1.060543172585545e+00 +7.670822384255433e-04 -3.693879738261462e+01 +1.229022388878710e+03 +2.061875310258836e-01 
+9.212000000000071e+00 +1.065972076627012e+00 +7.715754866322875e-04 -3.684220606184120e+01 +1.228887678648269e+03 +2.061652553263274e-01 
+9.214000000000071e+00 +1.071461837578530e+00 +7.761191951285166e-04 -3.674561484436487e+01 +1.228753012282735e+03 +2.061429868799430e-01 
+9.216000000000072e+00 +1.077013618182057e+00 +7.807143264178378e-04 -3.664902373016830e+01 +1.228618389758310e+03 +2.061207256827953e-01 
+9.218000000000073e+00 +1.082628610735755e+00 +7.853618674742221e-04 -3.655243271923420e+01 +1.228483811051212e+03 +2.060984717309517e-01 
+9.220000000000073e+00 +1.088308037942729e+00 +7.900628304460302e-04 -3.645584181154524e+01 +1.228349276137678e+03 +2.060762250204830e-01 
+9.222000000000074e+00 +1.094053153785485e+00 +7.948182533814282e-04 -3.635925100708415e+01 +1.228214784993962e+03 +2.060539855474629e-01 
+9.224000000000075e+00 +1.099865244426897e+00 +7.996292009758466e-04 -3.626266030583361e+01 +1.228080337596335e+03 +2.060317533079680e-01 
+9.226000000000075e+00 +1.105745629138385e+00 +8.044967653420937e-04 -3.616606970777637e+01 +1.227945933921090e+03 +2.060095282980778e-01 
+9.228000000000076e+00 +1.111695661256429e+00 +8.094220668040192e-04 -3.606947921289513e+01 +1.227811573944533e+03 +2.059873105138750e-01 
+9.230000000000077e+00 +1.117716729167930e+00 +8.144062547141879e-04 -3.597288882117265e+01 +1.227677257642992e+03 +2.059650999514450e-01 
+9.232000000000077e+00 +1.123810257325585e+00 +8.194505082965475e-04 -3.587629853259163e+01 +1.227542984992811e+03 +2.059428966068765e-01 
+9.234000000000078e+00 +1.129977707294128e+00 +8.245560375147342e-04 -3.577970834713486e+01 +1.227408755970352e+03 +2.059207004762609e-01 
+9.236000000000079e+00 +1.136220578828286e+00 +8.297240839668248e-04 -3.568311826478507e+01 +1.227274570551996e+03 +2.058985115556926e-01 
+9.238000000000079e+00 +1.142540410983601e+00 +8.349559218074169e-04 -3.558652828552504e+01 +1.227140428714140e+03 +2.058763298412690e-01 
+9.240000000000080e+00 +1.148938783261014e+00 +8.402528586978025e-04 -3.548993840933753e+01 +1.227006330433200e+03 +2.058541553290906e-01 
+9.242000000000081e+00 +1.155417316786218e+00 +8.456162367851218e-04 -3.539334863620532e+01 +1.226872275685610e+03 +2.058319880152605e-01 
+9.244000000000081e+00 +1.161977675525022e+00 +8.510474337114604e-04 -3.529675896611120e+01 +1.226738264447823e+03 +2.058098278958851e-01 
+9.246000000000082e+00 +1.168621567535621e+00 +8.565478636536937e-04 -3.520016939903797e+01 +1.226604296696307e+03 +2.057876749670736e-01 
+9.248000000000083e+00 +1.175350746259144e+00 +8.621189783952184e-04 -3.510357993496841e+01 +1.226470372407550e+03 +2.057655292249383e-01 
+9.250000000000083e+00 +1.182167011849331e+00 +8.677622684302407e-04 -3.500699057388535e+01 +1.226336491558056e+03 +2.057433906655940e-01 
+9.252000000000084e+00 +1.189072212542902e+00 +8.734792641019862e-04 -3.491040131577159e+01 +1.226202654124350e+03 +2.057212592851589e-01 
+9.254000000000085e+00 +1.196068246071659e+00 +8.792715367756522e-04 -3.481381216060997e+01 +1.226068860082971e+03 +2.056991350797540e-01 
+9.256000000000085e+00 +1.203157061117621e+00 +8.851407000472180e-04 -3.471722310838332e+01 +1.225935109410479e+03 +2.056770180455031e-01 
+9.258000000000086e+00 +1.210340658812445e+00 +8.910884109891568e-04 -3.462063415907446e+01 +1.225801402083447e+03 +2.056549081785332e-01 
+9.260000000000087e+00 +1.217621094282788e+00 +8.971163714344153e-04 -3.452404531266625e+01 +1.225667738078472e+03 +2.056328054749739e-01 
+9.262000000000087e+00 +1.225000478242609e+00 +9.032263292995075e-04 -3.442745656914154e+01 +1.225534117372164e+03 +2.056107099309581e-01 
+9.264000000000088e+00 +1.232480978634092e+00 +9.094200799481508e-04 -3.433086792848319e+01 +1.225400539941154e+03 +2.055886215426212e-01 
+9.266000000000089e+00 +1.240064822318676e+00 +9.156994675966439e-04 -3.423427939067409e+01 +1.225267005762086e+03 +2.055665403061018e-01 
+9.268000000000089e+00 +1.247754296819587e+00 +9.220663867621826e-04 -3.413769095569708e+01 +1.225133514811626e+03 +2.055444662175415e-01 
+9.270000000000090e+00 +1.255551752117537e+00 +9.285227837554980e-04 -3.404110262353507e+01 +1.225000067066457e+03 +2.055223992730844e-01 
+9.272000000000091e+00 +1.263459602501254e+00 +9.350706582192164e-04 -3.394451439417093e+01 +1.224866662503277e+03 +2.055003394688781e-01 
+9.274000000000092e+00 +1.271480328474288e+00 +9.417120647131412e-04 -3.384792626758757e+01 +1.224733301098804e+03 +2.054782868010725e-01 
+9.276000000000092e+00 +1.279616478720121e+00 +9.484491143481443e-04 -3.375133824376791e+01 +1.224599982829774e+03 +2.054562412658208e-01 
+9.278000000000093e+00 +1.287870672127023e+00 +9.552839764699132e-04 -3.365475032269485e+01 +1.224466707672938e+03 +2.054342028592790e-01 
+9.280000000000094e+00 +1.296245599874783e+00 +9.622188803942805e-04 -3.355816250435129e+01 +1.224333475605066e+03 +2.054121715776061e-01 
+9.282000000000094e+00 +1.304744027584842e+00 +9.692561171954645e-04 -3.346157478872019e+01 +1.224200286602946e+03 +2.053901474169637e-01 
+9.284000000000095e+00 +1.313368797535983e+00 +9.763980415489952e-04 -3.336498717578448e+01 +1.224067140643383e+03 +2.053681303735165e-01 
+9.286000000000096e+00 +1.322122830947550e+00 +9.836470736309891e-04 -3.326839966552709e+01 +1.223934037703200e+03 +2.053461204434322e-01 
+9.288000000000096e+00 +1.331009130331955e+00 +9.910057010752396e-04 -3.317181225793097e+01 +1.223800977759235e+03 +2.053241176228813e-01 
+9.290000000000097e+00 +1.340030781918988e+00 +9.984764809902330e-04 -3.307522495297910e+01 +1.223667960788348e+03 +2.053021219080369e-01 
+9.292000000000098e+00 +1.349190958153615e+00 +1.006062042037516e-03 -3.297863775065442e+01 +1.223534986767412e+03 +2.052801332950755e-01 
+9.294000000000098e+00 +1.358492920269836e+00 +1.013765086573535e-03 -3.288205065093992e+01 +1.223402055673320e+03 +2.052581517801761e-01 
+9.296000000000099e+00 +1.367940020942608e+00 +1.021588392856674e-03 -3.278546365381857e+01 +1.223269167482982e+03 +2.052361773595206e-01 
+9.298000000000100e+00 +1.377535707020240e+00 +1.029534817321458e-03 -3.268887675927336e+01 +1.223136322173324e+03 +2.052142100292940e-01 
+9.300000000000100e+00 +1.387283522339800e+00 +1.037607296922097e-03 -3.259228996728728e+01 +1.223003519721291e+03 +2.051922497856840e-01 
+9.302000000000101e+00 +1.397187110627655e+00 +1.045808851547130e-03 -3.249570327784335e+01 +1.222870760103845e+03 +2.051702966248811e-01 
+9.304000000000102e+00 +1.407250218487949e+00 +1.054142586507502e-03 -3.239911669092455e+01 +1.222738043297964e+03 +2.051483505430791e-01 
+9.306000000000102e+00 +1.417476698481514e+00 +1.062611695100214e-03 -3.230253020651392e+01 +1.222605369280646e+03 +2.051264115364739e-01 
+9.308000000000103e+00 +1.427870512297760e+00 +1.071219461249627e-03 -3.220594382459448e+01 +1.222472738028904e+03 +2.051044796012650e-01 
+9.310000000000104e+00 +1.438435734022464e+00 +1.079969262228922e-03 -3.210935754514926e+01 +1.222340149519769e+03 +2.050825547336543e-01 
+9.312000000000104e+00 +1.449176553504053e+00 +1.088864571463849e-03 -3.201277136816130e+01 +1.222207603730289e+03 +2.050606369298468e-01 
+9.314000000000105e+00 +1.460097279821437e+00 +1.097908961421364e-03 -3.191618529361364e+01 +1.222075100637530e+03 +2.050387261860502e-01 
+9.316000000000106e+00 +1.471202344856064e+00 +1.107106106585381e-03 -3.181959932148935e+01 +1.221942640218574e+03 +2.050168224984751e-01 
+9.318000000000106e+00 +1.482496306971560e+00 +1.116459786522469e-03 -3.172301345177147e+01 +1.221810222450521e+03 +2.049949258633350e-01 
+9.320000000000107e+00 +1.493983854803791e+00 +1.125973889039853e-03 -3.162642768444308e+01 +1.221677847310490e+03 +2.049730362768463e-01 
+9.322000000000108e+00 +1.505669811164450e+00 +1.135652413438388e-03 -3.152984201948725e+01 +1.221545514775613e+03 +2.049511537352279e-01 
+9.324000000000108e+00 +1.517559137061790e+00 +1.145499473863467e-03 -3.143325645688707e+01 +1.221413224823043e+03 +2.049292782347020e-01 
+9.326000000000109e+00 +1.529656935841396e+00 +1.155519302756354e-03 -3.133667099662562e+01 +1.221280977429948e+03 +2.049074097714933e-01 
+9.328000000000110e+00 +1.541968457450635e+00 +1.165716254408984e-03 -3.124008563868601e+01 +1.221148772573514e+03 +2.048855483418295e-01 
+9.330000000000110e+00 +1.554499102830227e+00 +1.176094808625113e-03 -3.114350038305134e+01 +1.221016610230944e+03 +2.048636939419411e-01 
+9.332000000000111e+00 +1.567254428436583e+00 +1.186659574490896e-03 -3.104691522970473e+01 +1.220884490379457e+03 +2.048418465680614e-01 
+9.334000000000112e+00 +1.580240150898280e+00 +1.197415294257726e-03 -3.095033017862928e+01 +1.220752412996292e+03 +2.048200062164264e-01 
+9.336000000000112e+00 +1.593462151810771e+00 +1.208366847340784e-03 -3.085374522980813e+01 +1.220620378058702e+03 +2.047981728832753e-01 
+9.338000000000113e+00 +1.606926482672944e+00 +1.219519254436333e-03 -3.075716038322442e+01 +1.220488385543959e+03 +2.047763465648496e-01 
+9.340000000000114e+00 +1.620639369969524e+00 +1.230877681761125e-03 -3.066057563886127e+01 +1.220356435429350e+03 +2.047545272573942e-01 
+9.342000000000114e+00 +1.634607220403062e+00 +1.242447445417070e-03 -3.056399099670185e+01 +1.220224527692181e+03 +2.047327149571562e-01 
+9.344000000000115e+00 +1.648836626279959e+00 +1.254234015884917e-03 -3.046740645672931e+01 +1.220092662309775e+03 +2.047109096603860e-01 
+9.346000000000116e+00 +1.663334371054599e+00 +1.266243022650376e-03 -3.037082201892681e+01 +1.219960839259470e+03 +2.046891113633366e-01 
+9.348000000000116e+00 +1.678107435035414e+00 +1.278480258965896e-03 -3.027423768327752e+01 +1.219829058518622e+03 +2.046673200622639e-01 
+9.350000000000117e+00 +1.693163001258008e+00 +1.290951686752428e-03 -3.017765344976462e+01 +1.219697320064606e+03 +2.046455357534264e-01 
+9.352000000000118e+00 +1.708508461528779e+00 +1.303663441644087e-03 -3.008106931837130e+01 +1.219565623874811e+03 +2.046237584330855e-01 
+9.354000000000118e+00 +1.724151422644595e+00 +1.316621838180353e-03 -2.998448528908074e+01 +1.219433969926644e+03 +2.046019880975056e-01 
+9.356000000000119e+00 +1.740099712792188e+00 +1.329833375148956e-03 -2.988790136187615e+01 +1.219302358197529e+03 +2.045802247429537e-01 
+9.358000000000120e+00 +1.756361388132559e+00 +1.343304741083872e-03 -2.979131753674074e+01 +1.219170788664908e+03 +2.045584683656995e-01 
+9.360000000000120e+00 +1.772944739574956e+00 +1.357042819922308e-03 -2.969473381365771e+01 +1.219039261306237e+03 +2.045367189620158e-01 
+9.362000000000121e+00 +1.789858299745066e+00 +1.371054696824569e-03 -2.959815019261029e+01 +1.218907776098991e+03 +2.045149765281778e-01 
+9.364000000000122e+00 +1.807110850152682e+00 +1.385347664161266e-03 -2.950156667358171e+01 +1.218776333020661e+03 +2.044932410604638e-01 
+9.366000000000122e+00 +1.824711428563722e+00 +1.399929227672000e-03 -2.940498325655519e+01 +1.218644932048757e+03 +2.044715125551547e-01 
+9.368000000000123e+00 +1.842669336581514e+00 +1.414807112799636e-03 -2.930839994151400e+01 +1.218513573160802e+03 +2.044497910085344e-01 
+9.370000000000124e+00 +1.860994147442764e+00 +1.429989271204798e-03 -2.921181672844137e+01 +1.218382256334340e+03 +2.044280764168892e-01 
+9.372000000000124e+00 +1.879695714033264e+00 +1.445483887464805e-03 -2.911523361732057e+01 +1.218250981546928e+03 +2.044063687765085e-01 
+9.374000000000125e+00 +1.898784177128577e+00 +1.461299385961548e-03 -2.901865060813485e+01 +1.218119748776142e+03 +2.043846680836844e-01 
+9.376000000000126e+00 +1.918269973865554e+00 +1.477444437963198e-03 -2.892206770086749e+01 +1.217988557999573e+03 +2.043629743347117e-01 
+9.378000000000126e+00 +1.938163846449084e+00 +1.493927968903527e-03 -2.882548489550177e+01 +1.217857409194831e+03 +2.043412875258880e-01 
+9.380000000000127e+00 +1.958476851100897e+00 +1.510759165864591e-03 -2.872890219202097e+01 +1.217726302339542e+03 +2.043196076535136e-01 
+9.382000000000128e+00 +1.979220367254789e+00 +1.527947485266486e-03 -2.863231959040840e+01 +1.217595237411348e+03 +2.042979347138917e-01 
+9.384000000000128e+00 +2.000406107004573e+00 +1.545502660769530e-03 -2.853573709064734e+01 +1.217464214387906e+03 +2.042762687033282e-01 
+9.386000000000129e+00 +2.022046124810025e+00 +1.563434711393351e-03 -2.843915469272110e+01 +1.217333233246894e+03 +2.042546096181317e-01 
+9.388000000000130e+00 +2.044152827466823e+00 +1.581753949857944e-03 -2.834257239661301e+01 +1.217202293966003e+03 +2.042329574546135e-01 
+9.390000000000130e+00 +2.066738984345768e+00 +1.600470991151249e-03 -2.824599020230638e+01 +1.217071396522942e+03 +2.042113122090879e-01 
+9.392000000000131e+00 +2.089817737907479e+00 +1.619596761328434e-03 -2.814940810978454e+01 +1.216940540895437e+03 +2.041896738778717e-01 
+9.394000000000132e+00 +2.113402614497871e+00 +1.639142506547491e-03 -2.805282611903083e+01 +1.216809727061229e+03 +2.041680424572847e-01 
+9.396000000000132e+00 +2.137507535430484e+00 +1.659119802346264e-03 -2.795624423002859e+01 +1.216678954998078e+03 +2.041464179436489e-01 
+9.398000000000133e+00 +2.162146828361550e+00 +1.679540563165906e-03 -2.785966244276117e+01 +1.216548224683758e+03 +2.041248003332898e-01 
+9.400000000000134e+00 +2.187335238962734e+00 +1.700417052125037e-03 -2.776308075721193e+01 +1.216417536096062e+03 +2.041031896225350e-01 
+9.402000000000134e+00 +2.213087942898607e+00 +1.721761891050580e-03 -2.766649917336423e+01 +1.216286889212797e+03 +2.040815858077152e-01 
+9.404000000000135e+00 +2.239420558113212e+00 +1.743588070769031e-03 -2.756991769120146e+01 +1.216156284011790e+03 +2.040599888851636e-01 
+9.406000000000136e+00 +2.266349157432410e+00 +1.765908961663873e-03 -2.747333631070697e+01 +1.216025720470879e+03 +2.040383988512164e-01 
+9.408000000000136e+00 +2.293890281487031e+00 +1.788738324503421e-03 -2.737675503186417e+01 +1.215895198567925e+03 +2.040168157022123e-01 
+9.410000000000137e+00 +2.322060951962424e+00 +1.812090321543950e-03 -2.728017385465644e+01 +1.215764718280800e+03 +2.039952394344927e-01 
+9.412000000000138e+00 +2.350878685180231e+00 +1.835979527913060e-03 -2.718359277906719e+01 +1.215634279587397e+03 +2.039736700444020e-01 
+9.414000000000138e+00 +2.380361506017406e+00 +1.860420943277623e-03 -2.708701180507982e+01 +1.215503882465621e+03 +2.039521075282869e-01 
+9.416000000000139e+00 +2.410527962167620e+00 +1.885430003800714e-03 -2.699043093267775e+01 +1.215373526893397e+03 +2.039305518824973e-01 
+9.418000000000140e+00 +2.441397138750713e+00 +1.911022594392476e-03 -2.689385016184440e+01 +1.215243212848664e+03 +2.039090031033854e-01 
+9.420000000000140e+00 +2.472988673274490e+00 +1.937215061258579e-03 -2.679726949256320e+01 +1.215112940309380e+03 +2.038874611873064e-01 
+9.422000000000141e+00 +2.505322770954229e+00 +1.964024224750942e-03 -2.670068892481758e+01 +1.214982709253516e+03 +2.038659261306179e-01 
+9.424000000000142e+00 +2.538420220394104e+00 +1.991467392524419e-03 -2.660410845859099e+01 +1.214852519659062e+03 +2.038443979296805e-01 
+9.426000000000142e+00 +2.572302409635097e+00 +2.019562373003396e-03 -2.650752809386687e+01 +1.214722371504024e+03 +2.038228765808575e-01 
+9.428000000000143e+00 +2.606991342573542e+00 +2.048327489161943e-03 -2.641094783062869e+01 +1.214592264766423e+03 +2.038013620805145e-01 
+9.430000000000144e+00 +2.642509655754369e+00 +2.077781592621116e-03 -2.631436766885991e+01 +1.214462199424298e+03 +2.037798544250203e-01 
+9.432000000000144e+00 +2.678880635542168e+00 +2.107944078066195e-03 -2.621778760854399e+01 +1.214332175455702e+03 +2.037583536107462e-01 
+9.434000000000145e+00 +2.716128235673942e+00 +2.138834897987254e-03 -2.612120764966442e+01 +1.214202192838707e+03 +2.037368596340661e-01 
+9.436000000000146e+00 +2.754277095196234e+00 +2.170474577745545e-03 -2.602462779220469e+01 +1.214072251551400e+03 +2.037153724913566e-01 
+9.438000000000146e+00 +2.793352556789136e+00 +2.202884230967971e-03 -2.592804803614829e+01 +1.213942351571885e+03 +2.036938921789972e-01 
+9.440000000000147e+00 +2.833380685479627e+00 +2.236085575271892e-03 -2.583146838147871e+01 +1.213812492878279e+03 +2.036724186933699e-01 
+9.442000000000148e+00 +2.874388287745732e+00 +2.270100948321760e-03 -2.573488882817946e+01 +1.213682675448720e+03 +2.036509520308593e-01 
+9.444000000000148e+00 +2.916402931012923e+00 +2.304953324218962e-03 -2.563830937623406e+01 +1.213552899261359e+03 +2.036294921878530e-01 
+9.446000000000149e+00 +2.959452963543562e+00 +2.340666330225784e-03 -2.554173002562603e+01 +1.213423164294364e+03 +2.036080391607409e-01 
+9.448000000000150e+00 +3.003567534719396e+00 +2.377264263823758e-03 -2.544515077633888e+01 +1.213293470525919e+03 +2.035865929459158e-01 
+9.450000000000150e+00 +3.048776615717034e+00 +2.414772110106501e-03 -2.534857162835617e+01 +1.213163817934226e+03 +2.035651535397732e-01 
+9.452000000000151e+00 +3.095111020575243e+00 +2.453215559506447e-03 -2.525199258166143e+01 +1.213034206497500e+03 +2.035437209387111e-01 
+9.454000000000152e+00 +3.142602427652270e+00 +2.492621025854115e-03 -2.515541363623820e+01 +1.212904636193975e+03 +2.035222951391303e-01 
+9.456000000000152e+00 +3.191283401471244e+00 +2.533015664768617e-03 -2.505883479207005e+01 +1.212775107001899e+03 +2.035008761374343e-01 
+9.458000000000153e+00 +3.241187414950091e+00 +2.574427392376663e-03 -2.496225604914054e+01 +1.212645618899537e+03 +2.034794639300290e-01 
+9.460000000000154e+00 +3.292348872011980e+00 +2.616884904357034e-03 -2.486567740743324e+01 +1.212516171865171e+03 +2.034580585133234e-01 
+9.462000000000154e+00 +3.344803130572197e+00 +2.660417695307351e-03 -2.476909886693171e+01 +1.212386765877096e+03 +2.034366598837287e-01 
+9.464000000000155e+00 +3.398586525894639e+00 +2.705056078427770e-03 -2.467252042761956e+01 +1.212257400913627e+03 +2.034152680376590e-01 
+9.466000000000156e+00 +3.453736394312123e+00 +2.750831205517027e-03 -2.457594208948036e+01 +1.212128076953093e+03 +2.033938829715310e-01 
+9.468000000000156e+00 +3.510291097302327e+00 +2.797775087274286e-03 -2.447936385249772e+01 +1.211998793973839e+03 +2.033725046817642e-01 
+9.470000000000157e+00 +3.568290045910794e+00 +2.845920613899977e-03 -2.438278571665524e+01 +1.211869551954226e+03 +2.033511331647804e-01 
+9.472000000000158e+00 +3.627773725511026e+00 +2.895301575987549e-03 -2.428620768193653e+01 +1.211740350872631e+03 +2.033297684170044e-01 
+9.474000000000158e+00 +3.688783720890190e+00 +2.945952685696915e-03 -2.418962974832521e+01 +1.211611190707448e+03 +2.033084104348635e-01 
+9.476000000000159e+00 +3.751362741648725e+00 +2.997909598200082e-03 -2.409305191580491e+01 +1.211482071437085e+03 +2.032870592147875e-01 
+9.478000000000160e+00 +3.815554647899444e+00 +3.051208933387283e-03 -2.399647418435926e+01 +1.211352993039968e+03 +2.032657147532091e-01 
+9.480000000000160e+00 +3.881404476251380e+00 +3.105888297821616e-03 -2.389989655397189e+01 +1.211223955494538e+03 +2.032443770465635e-01 
+9.482000000000161e+00 +3.948958466061887e+00 +3.161986306928717e-03 -2.380331902462646e+01 +1.211094958779252e+03 +2.032230460912884e-01 
+9.484000000000162e+00 +4.018264085938307e+00 +3.219542607406240e-03 -2.370674159630661e+01 +1.210966002872583e+03 +2.032017218838244e-01 
+9.486000000000162e+00 +4.089370060470489e+00 +3.278597899837768e-03 -2.361016426899601e+01 +1.210837087753019e+03 +2.031804044206145e-01 
+9.488000000000163e+00 +4.162326397171799e+00 +3.339193961492925e-03 -2.351358704267833e+01 +1.210708213399064e+03 +2.031590936981045e-01 
+9.490000000000164e+00 +4.237184413606167e+00 +3.401373669295147e-03 -2.341700991733724e+01 +1.210579379789240e+03 +2.031377897127427e-01 
+9.492000000000164e+00 +4.313996764676095e+00 +3.465181022936591e-03 -2.332043289295641e+01 +1.210450586902083e+03 +2.031164924609800e-01 
+9.494000000000165e+00 +4.392817470044741e+00 +3.530661168118037e-03 -2.322385596951955e+01 +1.210321834716145e+03 +2.030952019392701e-01 
+9.496000000000166e+00 +4.473701941663497e+00 +3.597860419890235e-03 -2.312727914701033e+01 +1.210193123209994e+03 +2.030739181440691e-01 
+9.498000000000166e+00 +4.556707011374150e+00 +3.666826286071212e-03 -2.303070242541247e+01 +1.210064452362212e+03 +2.030526410718358e-01 
+9.500000000000167e+00 +4.641890958553089e+00 +3.737607490712682e-03 -2.293412580470968e+01 +1.209935822151402e+03 +2.030313707190316e-01 
+9.502000000000168e+00 +4.729313537761978e+00 +3.810253997586231e-03 -2.283754928488567e+01 +1.209807232556177e+03 +2.030101070821206e-01 
+9.504000000000168e+00 +4.819036006368343e+00 +3.884817033658949e-03 -2.274097286592415e+01 +1.209678683555168e+03 +2.029888501575693e-01 
+9.506000000000169e+00 +4.911121152095961e+00 +3.961349112525414e-03 -2.264439654780887e+01 +1.209550175127023e+03 +2.029675999418470e-01 
+9.508000000000170e+00 +5.005633320463480e+00 +4.039904057761587e-03 -2.254782033052355e+01 +1.209421707250403e+03 +2.029463564314256e-01 
+9.510000000000170e+00 +5.102638442066487e+00 +4.120537026163464e-03 -2.245124421405195e+01 +1.209293279903987e+03 +2.029251196227793e-01 
